genres,year
"['RPG', 'Strategy']",2008.0
"['Casual', 'Simulation']",2009.0
['Racing'],2009.0
"['RPG', 'Strategy']",2005.0
"['RPG', 'Strategy']",2002.0
"['Indie', 'Simulation', 'Strategy']",2009.0
"['Action', 'Simulation']",2009.0
"['Action', 'Adventure']",2009.0
['Strategy'],2004.0
['RPG'],2007.0
['RPG'],2002.0
['Adventure'],2007.0
['Simulation'],1999.0
['Simulation'],1998.0
['Strategy'],2008.0
['Action'],2009.0
['Adventure'],2007.0
['Adventure'],2006.0
['Adventure'],2008.0
['Adventure'],2007.0
"['Casual', 'Indie']",2008.0
"['Simulation', 'Sports']",2009.0
['Adventure'],2009.0
['Action'],2009.0
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",2007.0
['Adventure'],1992.0
['Action'],2003.0
['Action'],2005.0
['Adventure'],1989.0
"['Action', 'Adventure']",2008.0
['Adventure'],2009.0
['Strategy'],2008.0
"['Action', 'Racing']",2009.0
['Adventure'],2009.0
['Adventure'],2009.0
['Sports'],2006.0
['Adventure'],2006.0
['Action'],2007.0
['Adventure'],2006.0
['Action'],2009.0
"['Action', 'Casual']",2008.0
"['Simulation', 'Strategy']",2009.0
['Casual'],2009.0
['Action'],2008.0
"['Action', 'Adventure']",2009.0
['Action'],2009.0
"['Action', 'Indie']",2009.0
"['Adventure', 'RPG']",2003.0
"['Indie', 'Casual']",2009.0
['RPG'],1998.0
['Strategy'],2001.0
['Action'],1999.0
"['Action', 'Adventure']",2009.0
['Adventure'],2009.0
['Casual'],2009.0
['Casual'],2009.0
"['Adventure', 'Indie']",2009.0
['Action'],2005.0
"['Action', 'Racing']",2009.0
['Strategy'],2009.0
['Simulation'],2009.0
['Simulation'],2009.0
"['Action', 'Adventure']",2009.0
['Casual'],2009.0
['Casual'],1999.0
"['Adventure', 'Casual', 'Indie']",2009.0
['Simulation'],2009.0
"['Adventure', 'Casual']",2009.0
['Adventure'],2009.0
['Action'],2009.0
['Simulation'],2009.0
['Simulation'],2009.0
['Simulation'],2009.0
['RPG'],2009.0
['Casual'],2009.0
['Strategy'],2009.0
"['Adventure', 'Indie']",2009.0
['Action'],2007.0
['Racing'],2009.0
['RPG'],2009.0
['Strategy'],2009.0
['Strategy'],2009.0
['Strategy'],2009.0
['Action'],2009.0
"['RPG', 'Strategy']",2009.0
['Adventure'],2009.0
['Strategy'],2009.0
['Adventure'],2009.0
['Strategy'],2009.0
"['Action', 'Indie']",2009.0
"['Action', 'RPG']",2009.0
['Strategy'],2005.0
['Strategy'],2003.0
"['Action', 'Indie']",2009.0
['Adventure'],2009.0
['RPG'],2009.0
"['Action', 'RPG', 'Indie']",2009.0
"['Indie', 'Casual']",2009.0
['Strategy'],2009.0
['Action'],2009.0
['Adventure'],2009.0
['RPG'],2007.0
['RPG'],2008.0
['Strategy'],2007.0
"['Indie', 'Casual']",2008.0
['Strategy'],2009.0
"['Indie', 'Simulation', 'Strategy']",2009.0
['Simulation'],2009.0
"['Action', 'Adventure', 'RPG']",2005.0
['Action'],2009.0
['Action'],2009.0
['RPG'],2009.0
"['Strategy', 'Indie', 'Simulation']",2009.0
['Simulation'],2007.0
['Simulation'],2008.0
['Simulation'],2009.0
"['Casual', 'Simulation']",2009.0
['Casual'],2009.0
"['Action', 'Adventure']",2008.0
"['Action', 'Indie', 'RPG']",2010.0
['Simulation'],2009.0
"['Action', 'Free to Play', 'Indie']",2010.0
['Casual'],2008.0
['Casual'],2010.0
['Casual'],2009.0
['Casual'],2007.0
['Casual'],2009.0
['Casual'],2010.0
"['Strategy', 'Casual']",2010.0
"['Adventure', 'Casual']",2010.0
['Strategy'],2010.0
['Adventure'],2010.0
['Sports'],2010.0
"['Action', 'Indie', 'Racing']",2010.0
['Strategy'],2010.0
['Action'],2010.0
['Casual'],2007.0
['Action'],2010.0
"['Action', 'Indie']",2001.0
['Simulation'],2010.0
"['Action', 'RPG']",2010.0
['Action'],2010.0
"['Action', 'Indie']",2010.0
['Action'],2010.0
['Action'],2010.0
"['Action', 'Adventure']",2010.0
['Indie'],2010.0
"['Action', 'Casual', 'Indie']",2010.0
['Adventure'],2010.0
"['Simulation', 'Strategy']",2010.0
['Simulation'],2010.0
"['Adventure', 'Indie']",2010.0
['Action'],2003.0
['Action'],2001.0
"['Casual', 'Indie']",2010.0
['Casual'],2006.0
"['Casual', 'Indie']",2008.0
['Strategy'],2010.0
['Casual'],2008.0
['Casual'],2009.0
['Casual'],2009.0
['Casual'],2007.0
['Casual'],2009.0
['Casual'],2010.0
['Casual'],2008.0
['Casual'],2007.0
['Casual'],2009.0
"['Action', 'Adventure', 'Casual']",2010.0
"['Action', 'Indie']",2008.0
"['Action', 'Adventure']",2010.0
['Indie'],2010.0
"['Action', 'Indie']",2010.0
['Casual'],2010.0
"['Action', 'Adventure']",2010.0
"['Casual', 'Indie']",2010.0
['Action'],2010.0
['Action'],2010.0
"['Action', 'Adventure', 'Casual', 'RPG']",2010.0
['Action'],2010.0
['Action'],2010.0
['Strategy'],2010.0
['Action'],2010.0
['Action'],2010.0
['Action'],2010.0
['Action'],2010.0
['Action'],2010.0
"['Action', 'RPG']",2010.0
['Action'],2010.0
['RPG'],2010.0
"['Strategy', 'Indie']",2010.0
['RPG'],2010.0
['RPG'],2010.0
['RPG'],2010.0
['Action'],2010.0
['RPG'],2010.0
"['Simulation', 'Strategy']",2003.0
"['Strategy', 'RPG']",2010.0
"['Casual', 'Indie']",2010.0
"['Action', 'Casual', 'Indie']",2010.0
['Strategy'],2010.0
['RPG'],2008.0
['Action'],2010.0
"['Simulation', 'Strategy']",2010.0
['Strategy'],2010.0
['Simulation'],2010.0
['Strategy'],2010.0
['Action'],2011.0
['Simulation'],2010.0
"['RPG', 'Casual']",2010.0
['Action'],2010.0
['Indie'],2010.0
['Indie'],2010.0
['Indie'],2010.0
['Indie'],2010.0
['Strategy'],2010.0
['Simulation'],2010.0
['Strategy'],2010.0
"['Indie', 'Simulation', 'Strategy']",2010.0
"['Action', 'Simulation', 'Strategy']",2010.0
['Strategy'],2010.0
['Indie'],2010.0
['Action'],2010.0
['Action'],2010.0
['Simulation'],2010.0
['Action'],2010.0
['Strategy'],2002.0
['Adventure'],2010.0
['Casual'],2010.0
['Action'],2010.0
['Action'],2010.0
"['Action', 'Indie']",2010.0
['Strategy'],2010.0
"['Action', 'Adventure', 'Indie']",2010.0
"['RPG', 'Indie']",2010.0
"['Action', 'Casual', 'Indie']",2010.0
"['Action', 'Simulation']",2010.0
['Action'],2010.0
['Simulation'],2010.0
"['Indie', 'Simulation']",2010.0
"['Casual', 'Indie']",2010.0
['Strategy'],2010.0
['Action'],2010.0
"['RPG', 'Strategy']",2010.0
['Simulation'],2010.0
['Strategy'],2010.0
['Strategy'],2010.0
"['Action', 'Indie']",2002.0
"['Indie', 'Strategy']",2010.0
"['Action', 'Adventure']",2010.0
['Action'],2010.0
['Action'],2010.0
"['Action', 'Adventure']",2010.0
"['Simulation', 'Strategy']",1999.0
['Strategy'],2010.0
"['Action', 'RPG', 'Massively Multiplayer']",2007.0
"['Simulation', 'Strategy']",2000.0
"['Adventure', 'Casual', 'Simulation']",2010.0
"['Adventure', 'Casual', 'Indie', 'Simulation']",2010.0
['Action'],2010.0
"['Indie', 'RPG', 'Strategy']",2010.0
"['Action', 'Adventure']",2010.0
"['Adventure', 'Casual', 'Indie']",2010.0
"['Action', 'RPG']",2010.0
"['Action', 'Casual', 'Indie']",2010.0
"['Adventure', 'Indie']",2010.0
"['Indie', 'Racing']",2010.0
['Strategy'],2010.0
"['Action', 'Indie', 'RPG']",2010.0
"['Action', 'Simulation']",2010.0
['Casual'],2010.0
['RPG'],2010.0
['Action'],2010.0
"['Action', 'Adventure']",2010.0
['Adventure'],2010.0
['Action'],2010.0
['Action'],2010.0
"['Action', 'Indie']",2010.0
"['Action', 'Adventure', 'Indie']",2010.0
['Action'],2010.0
"['Action', 'Casual']",2010.0
"['RPG', 'Simulation', 'Strategy']",2010.0
"['Action', 'Casual', 'Indie']",2010.0
"['Simulation', 'Strategy']",2010.0
['Casual'],2010.0
"['Adventure', 'Indie']",2010.0
['Strategy'],2010.0
['Action'],2010.0
['Action'],2010.0
['Casual'],2009.0
['Adventure'],2010.0
"['Casual', 'Indie']",2007.0
"['Strategy', 'Indie']",2010.0
['Action'],2010.0
"['Indie', 'Casual']",2010.0
"['Action', 'Adventure', 'Strategy']",2010.0
"['Indie', 'Casual']",2010.0
"['Action', 'Adventure', 'Strategy']",2010.0
"['Casual', 'Indie']",2010.0
['Adventure'],2010.0
['Action'],2002.0
['Action'],2005.0
"['Action', 'Adventure']",2011.0
"['Action', 'Adventure']",2011.0
"['Action', 'Adventure']",2011.0
"['Action', 'Adventure']",2011.0
['Action'],2003.0
"['Action', 'Indie']",2011.0
"['Action', 'Indie']",2011.0
"['Action', 'Indie', 'Strategy']",2011.0
['Action'],2011.0
"['Adventure', 'Casual']",2011.0
['Adventure'],2011.0
"['Action', 'Strategy', 'Indie', 'Sports']",2011.0
"['Action', 'Adventure', 'Casual']",2011.0
['Action'],2011.0
['RPG'],2011.0
['RPG'],2011.0
['RPG'],2011.0
['Action'],2011.0
['Adventure'],2011.0
['Action'],2011.0
"['Action', 'Adventure']",2011.0
['Action'],2011.0
['RPG'],2011.0
['RPG'],2011.0
['Simulation'],2009.0
['Simulation'],2011.0
['Simulation'],2010.0
['Simulation'],2009.0
['Simulation'],2010.0
['Simulation'],2010.0
['Simulation'],2010.0
"['Casual', 'Indie']",2011.0
['Casual'],2011.0
['Simulation'],2011.0
"['Action', 'Casual', 'Indie']",2011.0
"['Adventure', 'Casual']",2011.0
['Strategy'],2011.0
['RPG'],2011.0
['Casual'],2011.0
['RPG'],2011.0
"['Strategy', 'Indie', 'Simulation']",2011.0
['Strategy'],2011.0
"['RPG', 'Strategy']",2011.0
"['Indie', 'Strategy']",2011.0
['RPG'],2011.0
['Strategy'],2011.0
"['Casual', 'Strategy']",2011.0
"['Action', 'Indie']",2011.0
['Action'],2011.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",2011.0
['Indie'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2013.0
['Strategy'],2011.0
"['Indie', 'Casual']",2011.0
['Strategy'],2011.0
['Action'],2011.0
['Simulation'],2011.0
['Simulation'],2011.0
['Strategy'],2011.0
['Racing'],2011.0
"['Action', 'Indie', 'Strategy']",2011.0
['Strategy'],2010.0
['Strategy'],2011.0
"['Strategy', 'RPG']",2011.0
"['Action', 'Indie']",2011.0
['Strategy'],2011.0
"['Action', 'Adventure']",2011.0
"['Action', 'RPG']",2011.0
"['Action', 'Casual', 'Indie', 'Strategy']",2011.0
['Strategy'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
"['Indie', 'Strategy']",2011.0
['Strategy'],2011.0
"['Adventure', 'Indie', 'RPG']",2011.0
"['Action', 'Adventure']",2011.0
"['Adventure', 'Casual', 'Indie']",2011.0
['Simulation'],2011.0
['Simulation'],2011.0
"['Action', 'RPG']",2011.0
"['Action', 'Adventure']",2011.0
['Adventure'],2009.0
['Adventure'],2005.0
['Action'],2011.0
"['Action', 'RPG']",2011.0
['Action'],2011.0
"['Action', 'Free to Play']",2011.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2009.0
['Strategy'],2011.0
['Simulation'],2011.0
['Strategy'],2011.0
['Indie'],2011.0
['Strategy'],2011.0
"['Indie', 'Casual']",2011.0
"['Action', 'Casual', 'Indie']",2011.0
"['Strategy', 'Indie']",2011.0
"['Indie', 'Casual']",2011.0
['Strategy'],2011.0
['Strategy'],2011.0
"['Action', 'RPG']",2011.0
['Strategy'],2011.0
['Action'],2011.0
"['Action', 'RPG']",2011.0
"['Action', 'RPG']",2011.0
['Simulation'],2011.0
"['Action', 'RPG']",2011.0
['Strategy'],2011.0
"['Action', 'RPG']",2011.0
['Racing'],2011.0
['Simulation'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
['Strategy'],2011.0
"['Strategy', 'RPG']",2011.0
['Strategy'],2011.0
"['Adventure', 'Casual']",2011.0
['Action'],2011.0
['Strategy'],2011.0
"['Action', 'Adventure', 'Indie']",2011.0
"['Action', 'RPG']",2011.0
['Strategy'],2011.0
['Simulation'],2011.0
"['Indie', 'Casual']",2011.0
['Simulation'],2011.0
['Action'],2011.0
"['Adventure', 'Indie', 'RPG']",2011.0
['Strategy'],2011.0
"['Action', 'Indie']",2011.0
"['Adventure', 'Strategy', 'RPG', 'Indie']",2011.0
"['Action', 'Indie']",2011.0
['Simulation'],2011.0
['Adventure'],2010.0
"['Action', 'Simulation', 'Strategy']",2011.0
"['Casual', 'Indie']",2011.0
"['Simulation', 'Strategy']",2011.0
['Adventure'],2011.0
['Adventure'],2010.0
"['Indie', 'Casual']",2011.0
['Strategy'],2011.0
"['Action', 'Indie']",2011.0
['Strategy'],2011.0
['Strategy'],2011.0
['Indie'],2011.0
['Indie'],2011.0
"['Action', 'Indie', 'RPG', 'Strategy']",2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Strategy'],2011.0
"['Action', 'RPG']",2011.0
"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",2011.0
"['Action', 'Adventure', 'RPG']",2011.0
['Action'],2011.0
['Strategy'],2011.0
"['Action', 'Indie']",2012.0
['Strategy'],2011.0
"['Action', 'Indie']",2011.0
"['Action', 'Indie', 'Racing', 'Strategy']",2011.0
"['Action', 'Massively Multiplayer', 'Simulation']",2011.0
"['Action', 'Adventure']",2011.0
['Simulation'],2011.0
['Strategy'],2011.0
"['RPG', 'Simulation', 'Strategy']",2011.0
"['Action', 'Indie']",2011.0
['Adventure'],2010.0
['RPG'],2011.0
"['Action', 'Indie']",2011.0
['Action'],2011.0
"['RPG', 'Strategy']",2011.0
['Strategy'],2011.0
"['Action', 'Adventure', 'Indie', 'RPG']",2011.0
['Simulation'],2011.0
"['Racing', 'Simulation']",2011.0
['Strategy'],2007.0
"['Strategy', 'Indie', 'Casual', 'Simulation']",2011.0
"['Action', 'Racing']",2011.0
"['Strategy', 'Indie', 'Casual', 'Simulation']",2011.0
"['Strategy', 'Indie', 'Casual', 'Simulation']",2011.0
['Action'],2011.0
"['Action', 'Simulation']",2011.0
"['Strategy', 'Indie', 'Casual', 'Simulation']",2011.0
"['Action', 'Adventure']",2011.0
"['Action', 'Adventure', 'RPG']",2011.0
['Strategy'],2011.0
"['Casual', 'Simulation', 'Strategy']",2011.0
['Simulation'],2011.0
"['Adventure', 'Casual', 'RPG']",2011.0
['Simulation'],2011.0
"['Strategy', 'Indie', 'Simulation']",2011.0
"['Action', 'Indie', 'RPG']",2011.0
"['Casual', 'Indie', 'Strategy']",2011.0
"['Simulation', 'Strategy']",2011.0
['RPG'],2011.0
"['Action', 'Indie']",2011.0
"['Action', 'Indie', 'Strategy']",2011.0
"['Action', 'RPG']",2011.0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2011.0
['Action'],2011.0
"['Simulation', 'Strategy']",2011.0
['Action'],2011.0
['Adventure'],2011.0
"['Action', 'Indie', 'Strategy']",2011.0
['Action'],2011.0
"['Adventure', 'Strategy']",2011.0
"['Adventure', 'Strategy']",2011.0
['Strategy'],2011.0
"['Action', 'Indie']",2011.0
"['Strategy', 'RPG', 'Indie']",2011.0
"['Indie', 'Casual']",2011.0
"['Action', 'RPG']",2011.0
"['Indie', 'Racing']",2011.0
"['Action', 'RPG']",2011.0
['Strategy'],2011.0
['Strategy'],2011.0
"['Action', 'RPG']",2011.0
['Strategy'],2011.0
['Strategy'],2010.0
['Action'],2011.0
['Strategy'],2011.0
['Simulation'],2011.0
"['Action', 'Free to Play', 'Massively Multiplayer']",2011.0
"['Adventure', 'Indie']",2012.0
['Action'],2011.0
['Strategy'],2011.0
['Action'],2011.0
['Racing'],2011.0
['Action'],2011.0
"['Action', 'RPG', 'Indie']",2011.0
"['Simulation', 'Strategy']",2011.0
['Action'],2011.0
['Strategy'],2011.0
['Action'],2011.0
['Action'],2011.0
"['Casual', 'Indie', 'RPG']",2011.0
['Action'],2011.0
['Strategy'],2011.0
['Action'],2011.0
"['Action', 'Casual', 'Indie', 'Strategy']",2011.0
"['Action', 'Simulation']",2011.0
"['Action', 'Adventure', 'Indie']",2013.0
"['Action', 'RPG', 'Indie']",2011.0
"['Action', 'Indie']",2011.0
"['Action', 'Indie']",2011.0
"['Action', 'Indie']",2011.0
"['Action', 'Adventure', 'RPG']",2011.0
['Action'],2011.0
"['Casual', 'Strategy']",2011.0
"['Action', 'RPG', 'Indie']",2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
['Action'],2011.0
"['Indie', 'Strategy']",2012.0
['Simulation'],2012.0
"['RPG', 'Strategy']",2012.0
"['Strategy', 'RPG']",2012.0
"['Action', 'Indie']",2005.0
"['Action', 'Indie', 'RPG']",2012.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2010.0
"['Action', 'RPG', 'Indie']",2012.0
"['Action', 'RPG', 'Indie']",2012.0
"['RPG', 'Simulation', 'Strategy']",2012.0
"['Action', 'Indie']",2012.0
['Strategy'],2012.0
"['Action', 'Casual', 'Indie']",2012.0
"['Casual', 'Indie', 'Racing']",2012.0
"['Action', 'Casual', 'Indie']",2012.0
['Action'],2012.0
['Action'],2012.0
"['Action', 'Indie']",2012.0
"['RPG', 'Simulation', 'Strategy']",2012.0
['Strategy'],2012.0
['Strategy'],2012.0
"['Action', 'Indie']",2012.0
"['Action', 'Indie']",2012.0
"['Action', 'Adventure']",2012.0
['Simulation'],2010.0
"['Action', 'RPG']",2012.0
['Action'],2011.0
"['RPG', 'Simulation']",2012.0
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2012.0
['Strategy'],2012.0
['Action'],2012.0
"['Adventure', 'Casual']",2012.0
"['Adventure', 'Indie']",2012.0
"['Action', 'Adventure']",2012.0
"['Action', 'Adventure']",2012.0
['Action'],2012.0
['Simulation'],2012.0
['Simulation'],2012.0
"['Action', 'Indie', 'Strategy']",2012.0
"['Casual', 'Indie', 'Strategy']",2012.0
"['Action', 'Indie', 'Casual']",2012.0
"['Action', 'Adventure']",2012.0
['Simulation'],2012.0
"['Adventure', 'Indie']",2012.0
"['Casual', 'Indie']",2012.0
['Simulation'],2012.0
['Simulation'],2012.0
"['Action', 'Adventure', 'Indie']",2012.0
['Strategy'],2012.0
['Simulation'],2012.0
"['Casual', 'Indie', 'Strategy']",2012.0
"['Action', 'RPG', 'Indie']",2012.0
"['Strategy', 'RPG', 'Indie']",2012.0
"['Indie', 'Strategy']",2012.0
"['Adventure', 'Casual']",2012.0
"['Strategy', 'RPG', 'Indie']",2012.0
"['Action', 'Indie', 'Casual']",2012.0
"['Action', 'Adventure', 'RPG']",2012.0
['Simulation'],2012.0
"['Adventure', 'Indie', 'Strategy']",2012.0
['Action'],2012.0
"['Action', 'Indie']",2012.0
"['Action', 'Adventure', 'Indie']",2012.0
"['Action', 'RPG']",2012.0
['Strategy'],2012.0
['Adventure'],2012.0
"['Action', 'Indie']",2012.0
"['Casual', 'Strategy']",2012.0
"['Adventure', 'Casual']",2012.0
"['Adventure', 'Casual']",2012.0
"['Simulation', 'Strategy']",2012.0
"['Casual', 'Indie']",2012.0
['Simulation'],2012.0
"['Strategy', 'RPG', 'Indie']",2012.0
['Racing'],2012.0
"['Indie', 'Strategy']",2012.0
"['Action', 'RPG', 'Strategy']",2012.0
['Simulation'],2012.0
"['Casual', 'Indie', 'RPG']",2012.0
"['Strategy', 'RPG', 'Indie']",2012.0
['Indie'],2012.0
"['Indie', 'Casual']",2012.0
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2014.0
['Action'],2012.0
"['Strategy', 'Simulation']",2012.0
['RPG'],2012.0
"['Action', 'Strategy', 'RPG', 'Indie']",2012.0
"['Action', 'Adventure']",2012.0
['Action'],2012.0
['Indie'],2012.0
"['Action', 'Casual', 'Simulation', 'Strategy']",2012.0
['Strategy'],2012.0
['Action'],2012.0
['Action'],2012.0
"['Action', 'Strategy', 'Indie', 'Casual']",2012.0
['Simulation'],2012.0
"['Casual', 'Indie', 'Strategy']",2012.0
['Simulation'],2012.0
"['RPG', 'Simulation', 'Strategy']",2012.0
"['Action', 'Indie']",2010.0
"['Action', 'Indie']",2012.0
['Adventure'],2012.0
"['Casual', 'Indie']",2012.0
['Simulation'],2012.0
['Simulation'],2012.0
['Action'],2012.0
